time,value
0.0,0.8397609576098424
5e-05,0.9259269149504608
0.0001,0.764885356040829
0.00015,0.5900275227291052
0.0002,0.7226590423686253
0.00025,0.9022735129502549
0.0003,0.6623140602261315
0.00035,0.5563327615871574
0.0004,0.8058651198657496
0.00045,0.7562180132374144
0.0005,0.5808204693129524
0.00055,0.6496567970359928
0.0006,0.6425924783114003
0.00065,0.6528470270940796
0.0007,0.7276214077866243
0.00075,0.5453044289674635
0.0008,0.6830851764633173
0.00085,0.4676205487332833
0.0009,0.7642256052341985
0.00095,0.7318210325558714
0.001,0.3127270367116378
0.00105,0.21859432595925873
0.0011,0.5096105917532889
0.00115,0.3618124648907138
0.0012,0.3664898202923874
0.00125,0.14705421045043926
0.0013,0.18838103283424937
0.00135,0.12145771014496706
0.0014,0.18614758534797335
0.00145,-0.07621664106370568
0.0015,0.06897318769078876
0.00155,-0.12791172960435618
0.0016,-0.036789159685799974
0.00165,0.009615264553650752
0.0017,0.08757182006233373
0.00175,0.09071055714246631
0.0018,0.11028750921695316
0.00185,-0.22926149579839752
0.0019,0.18246081853288448
0.00195,-0.10189517939554982
0.002,-0.08713235295329363
0.00205,0.044101829906607624
0.0021,-0.040788146119374064
0.00215,0.07028836227858586
0.0022,0.10411388160415297
0.00225,-0.0872740441227396
0.0023,0.0035402707866787862
0.00235,0.010107759720018844
0.0024,0.1769002325543125
0.00245,-0.039234516018883336
0.0025,-0.05661950152068823
0.00255,-0.1415691931189046
0.0026,-0.13600362661200668
0.00265,-0.21669358560126145
0.0027,-0.13731196059776635
0.00275,0.18635239504996462
0.0028,0.027275330828383543
0.00285,0.08903100055794955
0.0029,-0.27343984357232676
0.00295,-0.4530922974237323
0.003,-0.14463120822906364
0.00305,0.05423470265888111
0.0031,-0.32826397318142114
0.00315,-0.27114788623019354
0.0032,-0.5514496745048878
0.00325,-0.3393766889595064
0.0033,-0.38729711530452
0.00335,-0.7041949601367601
0.0034,-0.5637160017576917
0.00345,-0.5891875966208001
