time,value
0.0,-0.051031252025191036
5e-05,-0.0174157929664417
0.0001,0.025434940371052893
0.00015,0.11883730410609272
0.0002,0.1502888721805032
0.00025,0.09597666999582308
0.0003,0.11682191950549026
0.00035,0.11115198033403609
0.0004,0.165990509846635
0.00045,0.18466690242178643
0.0005,0.22564771011930107
0.00055,0.23371391508834374
0.0006,0.0847924655361749
0.00065,0.19601126752221854
0.0007,0.2742543135776549
0.00075,0.18230196327168313
0.0008,0.25819056509799443
0.00085,0.18093858948698827
0.0009,0.19823267220052496
0.00095,0.12426734733208619
0.001,0.11640428629893525
0.00105,0.1967716442460673
0.0011,0.19285106138634545
0.00115,0.13774004247015142
0.0012,0.06235850882450076
0.00125,0.11315504473615061
0.0013,0.16121545416416375
0.00135,0.17327291338600637
0.0014,0.05866394829744369
0.00145,-0.019349033633706755
0.0015,0.09573517533437012
0.00155,0.031039608936231936
0.0016,0.08424528565960193
0.00165,0.044588486473391406
0.0017,-0.018993773757033677
0.00175,0.02391674366688261
0.0018,0.08337671023963206
0.00185,0.008501218958905678
0.0019,-0.03685284620239053
0.00195,-0.064827168941013
0.002,-0.02365836912522455
0.00205,-0.004764023561433645
0.0021,0.05779244072862068
0.00215,-0.038141855152629536
0.0022,0.09655478363617631
0.00225,-0.047361572798050075
0.0023,0.1361743813372864
0.00235,0.1052823892800572
0.0024,0.024619682216614043
0.00245,-0.0672503233281676
0.0025,0.008850946002276887
0.00255,-0.012390188195862125
0.0026,-0.06263093014806333
0.00265,0.00856184576346276
0.0027,-0.05541653317974854
0.00275,-0.059333583339317195
0.0028,-0.04413403158610335
0.00285,-0.07393177254183436
0.0029,0.04677513614751328
0.00295,-0.0963829328642246
0.003,-0.06031990637837281
0.00305,-0.08792143017655338
0.0031,-0.09021045459295636
0.00315,-0.09860140583832722
0.0032,-0.08748992763814087
0.00325,-0.12877101136007585
0.0033,-0.1401635080582474
0.00335,-0.15633900110051066
0.0034,-0.17235659655083288
0.00345,-0.21531937414820407
0.0035,-0.17501879856887723
0.00355,-0.15997388293682205
0.0036,-0.1497068084370345
0.00365,-0.15623323723263083
0.0037,-0.16996178620754837
0.00375,-0.15188998187691105
0.0038,-0.16515895211719253
0.00385,-0.10807943319931812
0.0039,-0.1190289479600648
0.00395,-0.0813263426394186
